id,date,text,cleaned
1361097302509641729,2021-02-14 23:37:39+00:00,is Suicide lindy?,suicide lindy 
1361097293621907457,2021-02-14 23:37:37+00:00,"@4thduke This guy said he has “bipolar thoughts”, not actually diagnosed with bipolar disorder. I’m commenting based off of his own bio. I have BPD, general/social anxiety, and intermittent explosive disorder - with two suicide attempts. So yeah, I’ve got a firm grasp on mental illness.",  thduke guy said  bipolar thought   actually diagnosed bipolar disorder  commenting based bio  bpd  general social anxiety  intermittent explosive disorder   suicide attempt  yeah  got firm grasp mental illness 
1361097262282244096,2021-02-14 23:37:29+00:00,"@FridaGhitis In addition at the end of the Constitutional Convention Ben Franklin was asked what kind of government was created he said,” a Republic if you can keep it.” James Madison said,” I have never seen a democracy that did not commit suicide.”", fridaghitis addition end constitutional convention ben franklin asked kind government created said   republic   james madison said   seen democracy commit suicide  
1361097149392576517,2021-02-14 23:37:03+00:00,@Slab_Suicide isnt he that streamer kid?  hes alright at pvp i guess, slab suicide isnt streamer kid   alright pvp guess
1361097145986781187,2021-02-14 23:37:02+00:00,Before we loose 25% of our kids to suicide..or domestic violence https://t.co/3WInTyiOuf,loose     kid suicide  domestic violence    wintyiouf
1361097140613750787,2021-02-14 23:37:00+00:00,"@StaceyPlaskett Blue Lives DON’T Matter . . .

. . . to Mitch McConnell &amp; Senate Republicans who acquitted Trump of inciting insurrection.

Officer Brian Sicknick died from injuries sustained in the riot, and two other officers committed suicide.

Mitch:  Get over it!

https://t.co/mdyoGlVDLm", staceyplaskett blue life matter              mitch mcconnell  amp  senate republican acquitted trump inciting insurrection   officer brian sicknick died injury sustained riot  officer committed suicide   mitch       mdyoglvdlm
1361097101808197633,2021-02-14 23:36:51+00:00,One of the biggest secrets of our planet is that if someone is so depressed they kill themselves their body can be taken over by a #Draco (devil) spirit. And then they want everyone to suffer for them. This is probably why to Catholics suicide is a seen as a sin.,biggest secret planet depressed kill body taken  draco  devil  spirit  want suffer  probably catholic suicide seen sin 
1361097056882991104,2021-02-14 23:36:40+00:00,"@Sir_Likes_A_Lot Shit’s fucked man, some people think going for pure shock = comedy gold when really it just shows how they’ve not developed past the age of 14. Dark/gallows humour can totally have a time and place but “hyuk hyuk kid’s suicide lulz amirite” just ain’t it.", sir like lot shit fucked man  people think going pure shock   comedy gold developed past age     dark gallows humour totally time place  hyuk hyuk kid suicide lulz amirite  ain 
1361097052655149056,2021-02-14 23:36:39+00:00,"tw // suicide ment

I dont wanna die but if this bitch does that to me one more fucking time I will kill myself. sorry I spoke can I not be screamed at because your fucking dog died",tw    suicide ment  dont wanna die bitch doe fucking time kill  sorry spoke screamed fucking dog died
1361096996694630401,2021-02-14 23:36:26+00:00,"@jaketapper Blue Lives DON’T Matter . . .

. . . to Mitch McConnell &amp; Senate Republicans who acquitted Trump of inciting insurrection.

Officer Brian Sicknick died from injuries sustained in the riot, and two other officers committed suicide.

Mitch:  Get over it!

https://t.co/mdyoGlVDLm", jaketapper blue life matter              mitch mcconnell  amp  senate republican acquitted trump inciting insurrection   officer brian sicknick died injury sustained riot  officer committed suicide   mitch       mdyoglvdlm
1361096956827873288,2021-02-14 23:36:17+00:00,/suicide, suicide
1361096950297341953,2021-02-14 23:36:15+00:00,Shout out to the women on the suicide hotline.,shout woman suicide hotline 
1361096932307927040,2021-02-14 23:36:11+00:00,"@McGheeMiniature Life expectancy has declined in the US since 2014 and it’s the only developed nation seeing a decline. There are other attributes like rise in suicide, smoking, alcohol consumption, ect, but it probably isn’t helping that Roundup has been found in human urine", mcgheeminiature life expectancy declined      developed nation seeing decline  attribute like rise suicide  smoking  alcohol consumption  ect  probably isn helping roundup found human urine
1361096908631142400,2021-02-14 23:36:05+00:00,"In the early hours of Sunday, 14 February 2021 a 50-year old Police at Tema community 18 has committed suicide. The cause of his actions are yet to be known.@TDzineku @kodwoboateng @Nanabanas11 https://t.co/hjFpdAupmu",early hour sunday     february         year old police tema community    committed suicide  cause action known  tdzineku  kodwoboateng  nanabanas     hjfpdaupmu
1361096902733881344,2021-02-14 23:36:04+00:00,@PicturedMelodie @Miu_SexIruma @Despairsclub @SadisticHypnot1 “W-Well Celestia stole one of her servants a-and then that servant a-attempted suicide... And then th-the servant attempted to kill Junko after they woke up in the h-hospital...”, picturedmelodie  miu sexiruma  despairsclub  sadistichypnot   w celestia stole servant servant attempted suicide    th servant attempted kill junko woke h hospital    
1361096895532261377,2021-02-14 23:36:02+00:00,"tw implied suicide

*stares at shotgun in my house cutely*",tw implied suicide   stare shotgun house cutely 
1361096885117853703,2021-02-14 23:36:00+00:00,Anybody noticed the new Joker look on Jared Leto has no face tats like in suicide squad? Wonder what that means... https://t.co/pFOtwCOvfO,anybody noticed new joker look jared leto face tat like suicide squad  wonder mean      pfotwcovfo
1361096872056807424,2021-02-14 23:35:56+00:00,"did. they not know how to change the expression on Minami
they just received threats from suicide bombers. https://t.co/lClX55xQQX", know change expression minami received threat suicide bomber    lclx  xqqx
1361096821226024960,2021-02-14 23:35:44+00:00,"i love to see jared receiving the praise he deserves but i knew that the same people who bullied him because of suicide squad would say after the trailer that he is actually good, blame the aesthetic etc.

what a bunch of hypocrites, to be honest.",love jared receiving praise deserves knew people bullied suicide squad trailer actually good  blame aesthetic etc   bunch hypocrite  honest 
1361096794445348864,2021-02-14 23:35:38+00:00,Finally watched Judas &amp; Black Messiah and thought it was great but not sure why it was being told from the point of a snake/snitch who committed suicide,finally watched juda  amp  black messiah thought great sure told point snake snitch committed suicide
1361096773809315840,2021-02-14 23:35:33+00:00,"2012/02/15

『KYOSUKE HIMURO TOUR2010-11 BORDERLESS “50×50 ROCK’N’ROLL SUICIDE”』

#氷室京介 https://t.co/i3afowixFm",             kyosuke himuro tour        borderless        rock roll suicide            afowixfm
1361096745208451072,2021-02-14 23:35:26+00:00,@MelindaDeslatte Bill Cassidy obviously didn’t do the will of the people who sent him to Washington judging from the dissatisfaction seen on this and other platforms. I think he committed political suicide. Senator Kennedy had the same set of facts and he stood up for D. T.  the Constitution, melindadeslatte bill cassidy obviously didn people sent washington judging dissatisfaction seen platform  think committed political suicide  senator kennedy set fact stood d    constitution
1361096729777569793,2021-02-14 23:35:22+00:00,@pulte My cash app is $NaKoleWatson and I will use the funds for suicide prevention! 🧠💪🏾💜, pulte cash app  nakolewatson use fund suicide prevention      
1361096722282287106,2021-02-14 23:35:21+00:00,2 years ago on v-day I attempted suicide. Just grateful to be here foreal.,  year ago v day attempted suicide  grateful foreal 
1361096656347951105,2021-02-14 23:35:05+00:00,@TFurstman The Suicide Squad., tfurstman suicide squad 
1361096642565459973,2021-02-14 23:35:02+00:00,"@sandweeeech Well I trust that my 15 year old knows what they want. They have wanted it for years, and honestly a lot of transgender and non-binary people get serious dysphoria when they are forced to go through puberty without HRT. Also teens who are LGBTQ have a higher rate of suicide 1/2", sandweeeech trust    year old know want  wanted year  honestly lot transgender non binary people dysphoria forced puberty hrt  teen lgbtq higher rate suicide    
1361096630141935616,2021-02-14 23:34:59+00:00,we need to find some middle ground it's always sex or suicide,need find middle ground sex suicide
1361096617017946121,2021-02-14 23:34:56+00:00,@kmullen8490 @CohibaSmkr They all were Trump supporters. I’m not sure of the two that committed suicide and the injured officers though., kmullen      cohibasmkr trump supporter  sure committed suicide injured officer 
1361096592120569865,2021-02-14 23:34:50+00:00,@pepsinister Apparently in the novel she just kills herself in a normal suicide method at some point and the note just spells out everything which I think is way lamer, pepsinister apparently novel kill normal suicide method point note spell think way lamer
1361096590136643585,2021-02-14 23:34:49+00:00,"See also: creating a system/environment of suffering &amp; misery for disabled people and then claiming killing them (DNR, assisted suicide, etc.) would be a kindness because “ending unnecessary suffering”.

There is far too much of this going on right now. https://t.co/UxHiRTsHOJ", creating system environment suffering  amp  misery disabled people claiming killing  dnr  assisted suicide  etc   kindness  ending unnecessary suffering    far going right    uxhirtshoj
1361096556934434818,2021-02-14 23:34:41+00:00,"@Franiimarie @k4nish @romiitkgpjujuj @_iWoody @RottenTomatoes --shit happens when Geoff Johns &amp; Josh Whedon ruined the 2017's Justice League. After that Suicide Squad, WW, Aquaman, WW84, BoP released and still connected to DCEU. But when The Batman &amp; Joker (2019) happens, we already know that DC didn't really care more focusing on one--", franiimarie  k nish  romiitkgpjujuj   iwoody  rottentomatoes   shit happens geoff john  amp  josh whedon ruined      justice league  suicide squad  ww  aquaman  ww    bop released connected dceu  batman  amp  joker        happens  know dc didn care focusing  
1361096502987419649,2021-02-14 23:34:28+00:00,"For anyone who came forward during wrestling's #SpeakingOut movement, a debt is owed to Tom Cole, from the 1990s @WWE ring boy sex scandal. He committed suicide on Friday. @slamwrestling's @JamieHemmings1 shares her personal experiences with Cole: https://t.co/iEz4lOv9eX",came forward wrestling  speakingout movement  debt owed tom cole       wwe ring boy sex scandal  committed suicide friday   slamwrestling  jamiehemmings  share personal experience cole    iez lov ex
1361096495026626562,2021-02-14 23:34:27+00:00,@andrewmente @FatEmperor That’s point of debate - at the moment data suggests we are not seeing deaths due or lockdown or increase in suicide which is reassuring. But other factors such as economic impacts on health down the line need monitoring and assessing. The has to be trade offs at some level, andrewmente  fatemperor point debate   moment data suggests seeing death lockdown increase suicide reassuring  factor economic impact health line need monitoring assessing  trade offs level
1361096416903520258,2021-02-14 23:34:08+00:00,Ok now let Snyder take over Suicide Squad and The Suicide Squad and peacemaker and every god damn DC movie ever made from this point forward. He is perfect and fixing this movie Is a fucking god send. https://t.co/qEOnSmwhgu,ok let snyder suicide squad suicide squad peacemaker god damn dc movie point forward  perfect fixing movie fucking god send    qeonsmwhgu
1361096406380011523,2021-02-14 23:34:05+00:00,@BlackGirICinema It was throwing her suicide in her face and then telling her he made her suicide interesting, blackgiricinema throwing suicide face telling suicide interesting
1361096356186578944,2021-02-14 23:33:53+00:00,"@DanielBleakley Corruption 
Robodebt
Suicide
Housing crisis
Poverty
Mental health crisis
Ruby Princess
Failed Border control
Record Debt
LNP member family jobs/contracts
Strained foreign relationships 
Muted Labor
Shortest number of sitting days in parliament
Continued detention of a family of 4", danielbleakley corruption  robodebt suicide housing crisis poverty mental health crisis ruby princess failed border control record debt lnp member family job contract strained foreign relationship  muted labor shortest number sitting day parliament continued detention family  
1361096335852777474,2021-02-14 23:33:49+00:00,"@AntShotFirst Yeah, more power to the people excited for it but I’m totally uninterested. I look at the DC slate and I’m intrigued by The Suicide Squad, but the only one I’m genuinely excited for is Matt Reeves Batman.", antshotfirst yeah  power people excited totally uninterested  look dc slate intrigued suicide squad  genuinely excited matt reef batman 
1361096289136517121,2021-02-14 23:33:37+00:00,"@chrispydog No examples of reduced consumption from efficiency-driven demand reduction?  Anywhere on the globe?

Energy adequacy: When energy demand is met by production.
Energy poverty: When it is not.

Which political party would champion energy poverty? That would be political suicide.", chrispydog example reduced consumption efficiency driven demand reduction   globe   energy adequacy  energy demand met production  energy poverty    political party champion energy poverty  political suicide 
1361096251513659392,2021-02-14 23:33:28+00:00,"TW // suicide 

I used to listen to this special song when I wanted to kill myself as a teenager. Just when I was about to commit it, I would listen to it one last time, like a cry for help to myself. It happened a hundred times. And I’m here today. https://t.co/4QzSHqp574",tw    suicide   listen special song wanted kill teenager  commit  listen time  like cry help  happened time  today     qzshqp   
1361096236116434944,2021-02-14 23:33:25+00:00,@ThatDisneyLover Just as it would have been in 2017. After every film that came before it including Suicide Squad. So it's the same Joker still., thatdisneylover       film came including suicide squad  joker 
1361096209830711299,2021-02-14 23:33:19+00:00,"@dudeguylive @arielxpink @AnnieHardy Contracts can't usually be easily broken, because of the massive inconvenience it causes to those involved. It's beyond that anyway. The venom on Twitter is ridiculous. He's a human being. I sometimes feel like people on here would be happy if their target was pushed to suicide.", dudeguylive  arielxpink  anniehardy contract usually easily broken  massive inconvenience cause involved   venom twitter ridiculous  human  feel like people happy target pushed suicide 
1361096209738260483,2021-02-14 23:33:19+00:00,@crudegusher I’ve been on a bit of a Rock and Roll Suicide kick lately.  There’s a live version on his box set that is stellar., crudegusher bit rock roll suicide kick lately   live version box set stellar 
1361096194764775425,2021-02-14 23:33:15+00:00,"My wife and I were discussing my feelings about my 94 year old grandmother and her dementia:
Me: I can’t help but think that that’s my future.
@TuleyaPhoto: But maybe by the time you’re that age there will be a...
Me: Cure?
@TuleyaPhoto: Physician assisted suicide.
Me:...
Me: wtf",wife discussing feeling    year old grandmother dementia   help think future   tuleyaphoto  maybe time age     cure   tuleyaphoto  physician assisted suicide       wtf
1361096167182983171,2021-02-14 23:33:08+00:00,@DawnKeats2 U rock to be open for others so they can have your positive connection. With all the isolation addiction and suicide are huge..... as well as ODs, dawnkeats  rock open positive connection  isolation addiction suicide huge      od
1361096139848749060,2021-02-14 23:33:02+00:00,"@Lyndonx @YouTube As I thought, they are bound by national and international law and concerns over Vaccine passports are not justified. Passports would fall under coercion which is illegal and would be political suicide. The document he cites was written in July and ignored.", lyndonx  youtube thought  bound national international law concern vaccine passport justified  passport fall coercion illegal political suicide  document cite written july ignored 
1361096109360300034,2021-02-14 23:32:55+00:00,‘What’s the Point?’ Young People’s Despair Deepens as Covid-19 Crisis Drags On (1/4 of U.S. 18-24 year olds report having seriously considered suicide due to pandemic depression). https://t.co/LXHAXZhM4I, point   young people despair deepens covid    crisis drag             year old report having seriously considered suicide pandemic depression     lxhaxzhm
1361096097184305153,2021-02-14 23:32:52+00:00,"@PiranhaApe @apoeclipse rosa has luma desyncs, bowser is bowser, rob has gyro side b chains, wario has waft combos, yoshi has a fuck ton of confirms, chrom ike and brawler have combos into their suicide upbs, ness has magnet confirms, icies have ztds, jiggs has dair loops into rest, belmonts ladder off-", piranhaape  apoeclipse rosa luma desyncs  bowser bowser  rob gyro chain  wario waft combo  yoshi fuck ton confirms  chrom ike brawler combo suicide upbs  ness magnet confirms  icies ztds  jiggs dair loop rest  belmont ladder 
1361096092054548480,2021-02-14 23:32:50+00:00,Those kids who got bullied into suicide at school were just victims of democracy https://t.co/7ncEXQ5you,kid got bullied suicide school victim democracy    ncexq
1361096074392461315,2021-02-14 23:32:46+00:00,"// suicide , suicide mention

this happened too often. now as a 17 year old i know i won’t be doing what they did to me cause that’s just unnecessary stress https://t.co/9XWqSwqbPY",   suicide   suicide mention  happened     year old know won cause unnecessary stress    xwqswqbpy
1361096036840833024,2021-02-14 23:32:37+00:00,@nessunto Also there was this one person who was way way older than me who would threaten suicide a lot., nessunto person way way older threaten suicide lot 
1361095989298417666,2021-02-14 23:32:26+00:00,@LewishamLowdown @smcowley @emraczkowski The music isn’t quite right though - it needs to include at least one Suicide B-side and something from Side 5 of Selected Ambient Works vol2, lewishamlowdown  smcowley  emraczkowski music isn right   need include suicide   selected ambient work vol 
1361095958424092679,2021-02-14 23:32:19+00:00,"@SenatorRobHogg You know what else is dangerous for kids? Influenza. Depression. Addiction. Suicide. Abused at home with no one to turn to. 

This bug is seasonal/regional - like they’ve always been. Everything else is pure partisanship. 

https://t.co/wCUiAs9Nxl", senatorrobhogg know dangerous kid  influenza  depression  addiction  suicide  abused home turn    bug seasonal regional   like  pure partisanship      wcuias nxl
1361095945384062978,2021-02-14 23:32:15+00:00,"Giving credit to Democrats for talking about Andrew Cuomo's gerontocidal bloodlust at a point when it would be political suicide for them to ignore it is why Republicans lose culture wars.

Every Democrat silent for an entire year is a collaborator and must treated as such. https://t.co/6ofnIaIW1X",giving credit democrat talking andrew cuomo gerontocidal bloodlust point political suicide ignore republican lose culture war   democrat silent entire year collaborator treated     ofniaiw x
1361095873015386113,2021-02-14 23:31:58+00:00,"trans people are pressured by society to transition FAST and fit a certain criteria before being accepted..

and yet still aren't..

no matter what we do we receive hate and ignorance..

countless trans people beat up and murdered every year due to this.. others commit suicide..",trans people pressured society transition fast fit certain criterion accepted    aren    matter receive hate ignorance    countless trans people beat murdered year   commit suicide  
1361095827155017731,2021-02-14 23:31:47+00:00,This is the first time I have ever conceived and entertained the thought of suicide.,time conceived entertained thought suicide 
1361095793923489792,2021-02-14 23:31:39+00:00,played apex solo q for an entire day and i already wanna call suicide prevention,played apex solo q entire day wanna suicide prevention
1361095750118236163,2021-02-14 23:31:29+00:00,"Chris Coleman died by suicide two weeks after returning to work after using up all his paid time off for PTSD treatment. His diagnosis came after responding to so many fatal drug overdoses, including a personal connection.
https://t.co/orQS4N9D4G",chris coleman died suicide week returning work paid time ptsd treatment  diagnosis came responding fatal drug overdoses  including personal connection    orqs d g
1361095702391238658,2021-02-14 23:31:18+00:00,"When I studied @ KI Med Uni
KI journal research
shows 75% increase in
psychoses, suicides, etc 
in ELECTRO SMOG city
comp to country
+
Source in dark sex swamp
he's Sec clea Mil Physics
said
Deep State record snuff victims
Neuro Signals
Freq then PULSED on popul
= despair suicide https://t.co/3waJ5Lr0zS",studied   ki med uni ki journal research     increase psychosis  suicide  etc  electro smog city comp country   source dark sex swamp sec clea mil physic said deep state record snuff victim neuro signal freq pulsed popul   despair suicide    waj lr z
1361095645902364673,2021-02-14 23:31:04+00:00,@FoxNewsSunday @LindseyGrahamSC How does he expect to change the Senate when so many of the repukelican senators just committed political suicide? VOTE THE OUT!, foxnewssunday  lindseygrahamsc doe expect change senate repukelican senator committed political suicide  vote 
1361095560846057472,2021-02-14 23:30:44+00:00,"Physician Assisted Suicide. Recently relabeled ""Aid in Dying."" An attempt by the medical establishment to disguise the fact that it is suicide (and/or even murder), a medical intervention that prematurely ends a human's life. https://t.co/syObU2Nozd",physician assisted suicide  recently relabeled  aid dying   attempt medical establishment disguise fact suicide  murder   medical intervention prematurely end human life    syobu nozd
1361095548560830465,2021-02-14 23:30:41+00:00,@folkswillows Wait so Taylucifer had faked her suicide?, folkswillows wait taylucifer faked suicide 
1361095501777690625,2021-02-14 23:30:30+00:00,"For those that covered the @WWE sex scandals of the early 1990s (@PhilMushnick,@JohnArezzi,@davemeltzerWON, @thewadekeller,@MrTVClassics, the suicide of Tom Cole closes the book. @JamieHemmings1's @slamwrestling column is a poignant conclusion: https://t.co/iEz4lOv9eX",covered  wwe sex scandal early       philmushnick  johnarezzi  davemeltzerwon   thewadekeller  mrtvclassics  suicide tom cole close book   jamiehemmings   slamwrestling column poignant conclusion    iez lov ex
1361095460535078915,2021-02-14 23:30:20+00:00,"You say you've been radicalized, but if I asked you to put on this suicide vest and pay Elon Musk a visit, would you do it?",radicalized  asked suicide vest pay elon musk visit  
1361095443518803968,2021-02-14 23:30:16+00:00,LOL I was watching a documentary about a girl who ended up committing suicide after she was bullied and dead ass I turned that shit the fuck off because of the foolishness.,lol watching documentary girl ended committing suicide bullied dead turned shit fuck foolishness 
1361095438271537155,2021-02-14 23:30:15+00:00,"@RepMattGaetz Blue Lives DON’T Matter . . . to Attorney Van Der Veen &amp; Senate Republicans who acquitted Trump of inciting insurrection.

Officer Brian Sicknick died from injuries sustained in the riot, and two other officers committed suicide.

GOP:  Get over it!

https://t.co/mdyoGlVDLm", repmattgaetz blue life matter       attorney van der veen  amp  senate republican acquitted trump inciting insurrection   officer brian sicknick died injury sustained riot  officer committed suicide   gop       mdyoglvdlm
1361095376296579074,2021-02-14 23:30:00+00:00,TG: ill be over here paving the way for your elaborate dream suicide,tg  ill paving way elaborate dream suicide
1361095335251234817,2021-02-14 23:29:50+00:00,@Renntone13 and manipulation and suicide baiting, renntone   manipulation suicide baiting
1361095324786298880,2021-02-14 23:29:48+00:00,"/ suicide mentioned
.
.
Idk why im suprised I'm suicidal after 
skipping my meds for two days",  suicide mentioned     idk im suprised suicidal  skipping med day
1361095295518576645,2021-02-14 23:29:41+00:00,"@weakpettythief there is no Sono curriculum to follow

i watched Suicide Club for the first time last year", weakpettythief sono curriculum follow  watched suicide club time year
1361095235149975557,2021-02-14 23:29:26+00:00,"@mtv_law Blue Lives DON’T Matter . . . to Attorney Van Der Veen &amp; Senate Republicans who acquitted Trump of inciting insurrection.

Officer Brian Sicknick died from injuries sustained in the riot, and two other officers committed suicide.

GOP:  Get over it!

https://t.co/mdyoGmdf9W", mtv law blue life matter       attorney van der veen  amp  senate republican acquitted trump inciting insurrection   officer brian sicknick died injury sustained riot  officer committed suicide   gop       mdyogmdf w
1361095212873883648,2021-02-14 23:29:21+00:00,"@GarryBredefeld When a 9yr. Old child commits suicide in front of his school computer, he have a huge problem. I didn't even think about that stuff when I was 9! Figure it out school board! Get to work! Do your job. You are failing our children! You've had an entire year!", garrybredefeld  yr  old child commits suicide school computer  huge problem  didn think stuff    figure school board  work  job  failing child  entire year 
1361095181475475457,2021-02-14 23:29:13+00:00,So I heard on of my irl friends committed suicide earlier this morning. I really won’t be active for a little while because I honestly feel really upset and angry. I don’t know when I’ll be back.,heard irl friend committed suicide earlier morning  won active little honestly feel upset angry  know 
1361095178031943685,2021-02-14 23:29:13+00:00,"@Connor_J_Hughes Basically, Snyder was working on the movie when his daughter committed suicide. He stepped away and DC replaced him with Joss Whedon, which remade some key points of the whole movie", connor j hughes basically  snyder working movie daughter committed suicide  stepped away dc replaced joss whedon  remade key point movie
1361095145643335681,2021-02-14 23:29:05+00:00,"@mtv_law Blue Lives DON’T Matter . . . to Attorney Van Der Veen &amp; Senate Republicans who acquitted Trump of inciting insurrection.

Officer Brian Sicknick died from injuries sustained in the riot, and two other officers committed suicide.

GOP:  Get over it!

https://t.co/mdyoGlVDLm", mtv law blue life matter       attorney van der veen  amp  senate republican acquitted trump inciting insurrection   officer brian sicknick died injury sustained riot  officer committed suicide   gop       mdyoglvdlm
1361095116845424647,2021-02-14 23:28:58+00:00,Like I said we don’t know what people does be going through hearing about young people committing suicide int good to hear,like said know people doe going hearing young people committing suicide int good hear
1361095077947469825,2021-02-14 23:28:49+00:00,"@JoeBiden
@afpfr @Forbes
@guardian
@nytimes @BBC
@GermanyUNGeneva
@swiss_un
@KamalaHarris
#pressrelease

 #IslamicState last month carried out a double suicide bombing at #Baghdad #market killing 32 #people wounding 75 others. January 21, 2021", joebiden  afpfr  forbes  guardian  nytimes  bbc  germanyungeneva  swiss un  kamalaharris  pressrelease    islamicstate month carried double suicide bombing  baghdad  market killing     people wounding     january         
1361095068141056000,2021-02-14 23:28:46+00:00,"@mtv_law Blue Lives DON’T Matter . . . to Attorney Van Der Veen &amp; Senate Republicans who acquitted Trump of inciting insurrection.

Officer Brian Sicknick died from injuries sustained in the riot, and two other officers committed suicide.

GOP:  Get over it!

https://t.co/mdyoGlVDLm", mtv law blue life matter       attorney van der veen  amp  senate republican acquitted trump inciting insurrection   officer brian sicknick died injury sustained riot  officer committed suicide   gop       mdyoglvdlm
1361095066312466435,2021-02-14 23:28:46+00:00,"@laurenboebert Obviously you care more about gun manufacturers than American lives. Look at the statistics, the vast majority of gun related deaths in the the US are from suicide: https://t.co/9XbeAlfeK0", laurenboebert obviously care gun manufacturer american life  look statistic  vast majority gun related death suicide     xbealfek 
1361095059257499648,2021-02-14 23:28:44+00:00,"hey i'm val! 💖

🍄 oc artist, storyteller
🍄 nonbinary lesbian
🍄 rt heavy, can get political
🍄 art may contain: artistic nudity, blood/gore, body horror, self harm/suicide themes, etc

ℹ️ https://t.co/x8K1gO8Xff
💟 https://t.co/wRdhuhHaNq
💌 https://t.co/iFmVzmf8N0 https://t.co/6jDU8mevU1",hey val       oc artist  storyteller   nonbinary lesbian   rt heavy  political   art contain  artistic nudity  blood gore  body horror  self harm suicide theme  etc       x k xff     wrdhuhhanq     ifmvzmf     jdu mevu 
1361095037308837888,2021-02-14 23:28:39+00:00,"We did it boys.
We made it through Valentine's day without suicide.
Except Bartek 😿
R.I.P. Bartek 
🔄🇮🇩",boy  valentine day suicide  bartek   p  bartek     
1361095009689341954,2021-02-14 23:28:32+00:00,"Thinking about the family, friends &amp; fans of #CarolineFlack @carolineflack1 on the 1 year Anniversary tomorrow of her untimely death😔 suicide is so final &amp; heartbreaking- please reach out if you’re in a dark place @samaritans @MindCharity https://t.co/ZItjyr5m31",thinking family  friend  amp  fan  carolineflack  carolineflack    year anniversary tomorrow untimely death  suicide final  amp  heartbreaking  reach dark place  samaritan  mindcharity   zitjyr  
1361094950608232449,2021-02-14 23:28:18+00:00,"@mtv_law 

Blue Lives DON’T Matter . . . to Van Der Veen &amp; Senate Republicans who acquitted Trump of inciting insurrection.

Officer Brian Sicknick died from injuries sustained in the riot, and two other officers committed suicide.

GOP:  Get over it!

https://t.co/mdyoGlVDLm", mtv law   blue life matter       van der veen  amp  senate republican acquitted trump inciting insurrection   officer brian sicknick died injury sustained riot  officer committed suicide   gop       mdyoglvdlm
1361094944874586116,2021-02-14 23:28:17+00:00,"@CzebotarJessie Michel killed in avalanche. Carter Cooper maybe didn't commit suicide, and is now Cathy Griffin. Is Haim actually still alive?", czebotarjessie michel killed avalanche  carter cooper maybe didn commit suicide  cathy griffin  haim actually alive 
1361094863043907586,2021-02-14 23:27:57+00:00,@arcadefn U hit a horizontal can send suicide with the storm scout, arcadefn hit horizontal send suicide storm scout
1361094861030572034,2021-02-14 23:27:57+00:00,"cw // suicide 
-
-
-
- 
idc what someone one did you don’t ever tell them to kill themselves",cw    suicide           idc tell kill
1361094845645942795,2021-02-14 23:27:53+00:00,"My greatest hope for the covid era is that we finally come to recognize and appreciate our social interdependence as a species. 

My greatest fear is that an entire generation suffers an avalanche of suicide and life-long psychological tolls, and no one does anything about it.",greatest hope covid era finally come recognize appreciate social interdependence specie    greatest fear entire generation suffers avalanche suicide life long psychological toll  doe 
1361094845121593348,2021-02-14 23:27:53+00:00,"Part of me is like...you don’t know what went down in their relationship..but I’m also like...the girl was battling depression and suicide. Screw this new chick 😂😂

And the new chick looks TOTALLY diff than the baby momma 

I....",like   know went relationship  like   girl battling depression suicide  screw new chick     new chick look totally diff baby momma      
1361094833234989056,2021-02-14 23:27:50+00:00,"If you were presented with a button that when pressed meant that you never existed (not suicide) would you press it?
I'm NOT maudlin. I just objectively don't see the point in being around anymore.
If I were an alien, I'd head back to my planet &amp; eat frog spawn like baby yoda.",presented button pressed meant existed  suicide  press  maudlin  objectively point anymore  alien  d head planet  amp  eat frog spawn like baby yoda 
1361094784761270275,2021-02-14 23:27:39+00:00,@MINECRAFTCOCK HAPPY VALENTINES DAY ADAM !!!, minecraftcock happy valentine day adam    
1361094741031489537,2021-02-14 23:27:28+00:00,"@whiskygamer83 Blue Lives DON’T Matter . . . to Attorney Van Der Veen &amp; Senate Republicans who acquitted Trump of inciting insurrection.

Officer Brian Sicknick died from injuries sustained in the riot, and two other officers committed suicide.

GOP:  Get over it!

https://t.co/mdyoGlVDLm", whiskygamer   blue life matter       attorney van der veen  amp  senate republican acquitted trump inciting insurrection   officer brian sicknick died injury sustained riot  officer committed suicide   gop       mdyoglvdlm
1361094703551283205,2021-02-14 23:27:19+00:00,"Maybe @IMPACTWRESTLING offered @sammyguevara to become the new Suicide. If that's the case, I don't blame him. 😂",maybe  impactwrestling offered  sammyguevara new suicide  case  blame   
1361094667937452034,2021-02-14 23:27:11+00:00,"I used to be tripping, 8th Street graffiti crew
After 18, it is as old as 70, which are ancient days
17-year-old suicide me, the most sensuous lover ever. 

#amwriting #poem",tripping   th street graffiti crew     old     ancient day    year old suicide  sensuous lover     amwriting  poem
1361094585154494469,2021-02-14 23:26:51+00:00,@EvolutionPod @gfdedwards 🇯🇵 😱 2001 suicide club. 2008 Tokyo gore police. 2015 tag, evolutionpod  gfdedwards           suicide club       tokyo gore police       tag
1361094578716213255,2021-02-14 23:26:50+00:00,"- self-harm or lash out. 

I don't condone suicide baiting, at all, I'm not going to encourage people to hurt themselves no matter how much I hate this, but I'm starting to grow admittedly suspicious with this pattern of behavior. 

Either way, it's time for Blake to get off.",  self harm lash    condone suicide baiting   going encourage people hurt matter hate  starting grow admittedly suspicious pattern behavior    way  time blake 
1361094568783974400,2021-02-14 23:26:47+00:00,"""I've been contemplating suicide, but it really doesn't suit my style."" https://t.co/RD4kiasCVO", contemplating suicide  doesn suit style     rd kiascvo
